id,owner_user_id,post_type_id,accepted_answer_id,parent_id,owner_display_name,title,tags,content_license,body,creation_date
333656,237981.0,1,,,,Interpretation of multivariate conditional gaussian function form?,<normal-distribution><conditional-expectation><intuition><multivariate-distribution>,CC BY-SA 4.0,"<p>I've been reading over this <a href=""https://statproofbook.github.io/P/mvn-cond"" rel=""nofollow noreferrer"">Multivariate Gaussian conditional proof</a>, trying to make sense of <em>how</em> the mean and variance of a gaussian conditional was derived. I've come to accept that unless I allocate a dozen or so hours to refreshing my linear algebra knowledge, it's out of my reach for the time being.</p>
<p>that being said, I'm looking for a conceptual explanation for that these equations represent:</p>
<p><span class=""math-container"">$$\mu_{1|2} = \mu_1 + \Sigma_{1,2} * \Sigma^{-1}_{2,2}(x_2 - \mu_2)$$</span></p>
<p>I read the first as &quot;Take <span class=""math-container"">$\mu1$</span> and augment it by some factor, which is the covariance scaled by the precision (measure of how closely <span class=""math-container"">$X_2$</span> is clustered about <span class=""math-container"">$\mu_2$</span>, maybe?) and projected onto the distance of the specific <span class=""math-container"">$x_2$</span> from <span class=""math-container"">$mu_2$</span>.&quot;</p>
<p><span class=""math-container"">$$\Sigma_{1|2} = \Sigma_{1,1} - \Sigma_{1,2} * \Sigma^{-1}_{2,2} * \Sigma_{1,2}$$</span></p>
<p>I read the second as, &quot;take the variance about <span class=""math-container"">$\mu_1$</span> and subtract some factor, which is covariance squared scaled by the precision about <span class=""math-container"">$x_2$</span>.&quot;</p>
<p>In either case, the precision <span class=""math-container"">$\Sigma^{-1}_{2,2}$</span> seems to be playing a really important role.</p>
<p>A few questions:</p>
<ul>
<li>Am I right to treat precision as a measure of how closely observations are clustered about the expectation?</li>
<li>Why is the covariance squared in the latter equation? (Is there a geometric interpretation?) So far, I've been treating <span class=""math-container"">$\Sigma_{1,2} * \Sigma^{-1}_{2,2}$</span> as a ratio, (a/b), and so this ratio acts to scale the (second) <span class=""math-container"">$\Sigma_{1,2}$</span>, essentially accounting for/damping the effect of the covariance; I don't know if this is valid.</li>
<li>Anything else you'd like to add/clarify?</li>
</ul>
",2020-12-29 00:09:46.923
333657,255100.0,2,,333653.0,,,,CC BY-SA 4.0,"<p>To get the result you can start by calculating the probability of obtaining a sum of 7 when rolling two dices:
P(7)= 6/36 = 1/6</p>
<p>And then as you say its a binomial:
So it's combinatory of 1 in 3 times the probability of success to the power of 1 times probability of failure to the power of 2
So: (3!/1!*(3-1)!) * (1/6)^1 * (5/6)^2</p>
<p>Hope it makes everything clear</p>
",2020-12-29 00:14:28.920
333658,128628.0,2,,333649.0,,,,CC BY-SA 4.0,"<p>Your general approach is fine, but obviously you will need to find the matrix <span class=""math-container"">$B$</span> from your stated form for <span class=""math-container"">$\Sigma$</span>.  (Be careful here --- unless you use the <em>symmetric</em> square root as <span class=""math-container"">$B$</span> you will need to amend your code to <em>pre</em>-multiply by <span class=""math-container"">$B$</span> instead of post-multiplying.)</p>
<p>In any case, if you want to save yourself some time you can use the <code>rGARMA</code> function in the <a href=""https://cran.r-project.org/package=ts.extend"" rel=""nofollow noreferrer""><code>ts.extend</code> package</a> where this stuff is already programmed.  This function will produce random vectors from any stationary Gaussian ARMA model, and it can also generate from the conditional distribution if some of the time-series values are given.  Here is an example:</p>
<pre><code>#Load the package
library(ts.extend)

#Produce n = 16 time-series vectors from AR(1) process with length m = 30
set.seed(1)
m        &lt;- 30
AR       &lt;- 0.7
MEAN     &lt;- 4
ERRORVAR &lt;- 2
SERIES   &lt;- rGARMA(n = 16, m = m, ar = AR, mean = MEAN, errorvar = ERRORVAR)

#Plot the series
plot(SERIES)
</code></pre>
<p><a href=""https://i.stack.imgur.com/XnIgM.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/XnIgM.jpg"" alt=""enter image description here"" /></a></p>
",2020-12-29 00:29:12.573
333659,128628.0,2,,333647.0,,,,CC BY-SA 4.0,"<p>The increments in a random walk are <em>exchangeable</em>, so it would be reasonable to use a permutation test to test the underlying hypothesis of exchangeability here.  The blue &quot;walk&quot; will certainly fail that test, which will alert you to the fact that it is not a random walk.</p>
",2020-12-29 00:33:09.677
333660,150694.0,1,333665.0,,,Does the assumption of autocorrelation apply to linear regression with a categorical predictor?,<r><regression><anova><categorical-data><assumptions>,CC BY-SA 4.0,"<p>[Edit:] <strong>My question concerns the use of a <code>categorical predictor</code> in linear regression specifically.</strong></p>
<p>Some of the assumptions for linear regression include: normality, homoscedasticity, and autocorrelation (of residuals), among others.</p>
<p>Normally, these all relate to the residuals of the model, but in a <a href=""https://stats.stackexchange.com/a/502177/195567"">previous answer</a>, it was suggested that when using a <code>categorical predictor</code>, assumptions should be checked on the raw data instead, <strong>but also that all the same assumptions endure</strong>. That being said, a regression with a <code>categorical</code> predictor is very similar to an ANOVA, and to my knowledge, ANOVA does not have the assumption of autocorrelation of residuals.</p>
<p>Which brings the question: <strong>Does the assumption of autocorrelation apply to linear regression with a categorical predictor? If yes, then how do you test it in <code>R</code> on the raw data (and not from the model)?</strong></p>
<h2>Edit</h2>
<p>I began my question by saying the &quot;main&quot; assumptions but perhaps I should have said, &quot;the main assumptions of interest to check at the analysis stage (once data is already collected and respecting independence of observations) with a categorical variable (group) as predictor.&quot; I had read online (e.g., <a href=""http://r-statistics.co/Assumptions-of-Linear-Regression.html"" rel=""nofollow noreferrer"">http://r-statistics.co/Assumptions-of-Linear-Regression.html</a>) that there are 10 assumptions. I will name them below for the sake of completeness (though I think the list is missing independence and linearity proper):</p>
<ol>
<li>The regression model is linear in parameters [re: related to Linearity]</li>
<li>The mean of residuals is zero</li>
<li>Homoscedasticity of residuals or equal variance [re: Equal Variance]</li>
<li>No autocorrelation of residuals</li>
<li>The X variables and residuals are uncorrelated</li>
<li>The number of observations must be greater than the number of Xs</li>
<li>The variability in X values is positive</li>
<li>The regression model is correctly specified</li>
<li>No perfect multicollinearity</li>
<li>Normality of residuals [re: Normality]</li>
</ol>
<p>Some of these assumptions either have been already verified in my case or do not apply. For example, multicollinearity does not apply to my situation as I have a single predictor, and by definition when comparing two levels of a categorical predictor the relationship will be linear (<a href=""https://www.researchgate.net/post/Check-linearity-between-the-dependent-and-dummy-coded-variables"" rel=""nofollow noreferrer"">example 1</a>, <a href=""https://stats.stackexchange.com/a/430985/195567"">example 2</a>).</p>
<p><strong>That being said, as the title of my question points out, my question relates exclusively to the autocorrelation of residuals assumption for the case of a <code>categorical predictor</code>.</strong> The source linked before mentions &quot;This is applicable especially for time series data&quot;, but it doesn't say that it doesn't apply to non-time-series data, so that's why I wasn't sure (also: in relation to a categorical predictor).</p>
",2020-12-29 00:57:47.943
333661,154203.0,2,,333655.0,,,,CC BY-SA 4.0,"<p><strong>TLDR:</strong> They test for causality in Granger sense. It is not causality in the interventional meaning as defined in Pearl et al. (2016). If you seek for Granger causality - simply plug in any two variables. If you wish to perform causal inference - things are never so simple.</p>
<hr />
<p>This is indeed very cool method and interesting question. However, as many other authors, Tsonis et al. (2018) call causality in Granger sense &quot;just causality&quot;, which is in my opinion very misleading attitude. There are many definitions of causality and Granger causality is not one of them. It is something different.</p>
<p>To show an example how it is misleading let me first cite Tsonis et al. (2018):</p>
<p>&quot;<em>if past sea surface temperatures can be estimated from time series of sardine abundance, temperature had a measurable and recoverable influence on the population dynamics of sardines</em>&quot;</p>
<p>Ok. But what if we used something different than the temperature measures around the particular sea? What if we measured the number of sunburns got by the population of people sunbathing by the sea? Let me paraphrase their sentence:</p>
<p>&quot;<em>if past numbers of sunburns can be estimated from time series of sardine abundance, sunburns had a measurable and recoverable influence on the population dynamics of sardines</em>&quot;</p>
<p>Now, this looks bad. But it is how causality in Granger sense works. It seeks for predictors, and has purely observational meaning. If we observe unnaturally high number of sunburns this summer, will we observe changes in sardines population in the future? Very likely. But if we ban suntan cream from use, will population of sardines change? Highly unlikely.</p>
<hr />
<p>It is important to note, that the variables Tsonis et al. (2018) say that they influence something, are arguably &quot;very exogenous&quot;. It is extremely unlikely to find variables that influence temperature in short term, it is much more unlikely to find variables that influence cosmic radiation.</p>
<p>Such situation helps causal inference (and make this article even more misleading, because it makes sense) but it it is an external knowledge (assumption about DGP), which can not be derived directly from the data. And causal inference always requires such external knowledge.</p>
<hr />
<p>Pearl, J., Glymour, M. and Jewell, N.P., 2016. <em>Causal inference in statistics: A primer</em>. John Wiley &amp; Sons.</p>
<p>Tsonis, Anastasios A., Ethan R. Deyle, Hao Ye, and George Sugihara. <em>Convergent cross mapping: theory and an example</em>. In Advances in nonlinear geosciences, pp. 587-600. Springer, Cham, 2018.</p>
",2020-12-29 01:07:29.643
333662,255105.0,1,,,,Does it make sense to use variance to describe non normal distributions?,<normal-distribution><variance>,CC BY-SA 4.0,"<p>I would like to know if it makes any sense to use the variance or standard deviation to describe non gaussian distributions</p>
",2020-12-29 01:12:27.663
333663,255099.0,1,,,,"Comparing time series data with multiple pairs of time series, or difference-in-difference with continuous treatment conditions?",<time-series><multivariate-analysis><causality><difference-in-difference><granger-causality>,CC BY-SA 4.0,"<p>My dataset contains time-series for two variables (<span class=""math-container"">$X$</span> and <span class=""math-container"">$Y$</span>) from 2017 to 2020, for each of many different countries. Each country has its own time series for each variable (X_usa, X_india, Y_usa, Y_india, etc). My goal is to determine the general relationship between <span class=""math-container"">$X$</span> and <span class=""math-container"">$Y$</span>.</p>
<p>The difficulty is that I don't know a good method to account for both country-effects, and time-effects. I could do a standard regression analysis, where each observation is a country's mean (over all times) values of <span class=""math-container"">$X$</span> and <span class=""math-container"">$Y$</span>. I could also do a Granger Causality Test, using just two time-series, where each date shows the mean of all the countries' <span class=""math-container"">$X$</span> and <span class=""math-container"">$Y$</span> values.</p>
<p>The goal is to integrate information from BOTH dimensions. Standard regression, of course, fails to account for temporal effects present in time-series data (see, for instance, the start of <a href=""https://www.youtube.com/watch?v=uhONGgfx8Do&amp;t=120s"" rel=""nofollow noreferrer"">this talk</a>). Meanwhile, taking the mean across countries would erase &quot;spikes&quot; or temporal patterns present in just some of the countries in the dataset.</p>
<p>Is there a way to extend statistical tests for time-series (like Granger Causality) to multiple pairs of time-series data?</p>
<p>Or, similarly, is there a way to use difference-in-difference (i.e., countries are treated at different points in time), but with a continuous set of measurements over time for each country, rather than just before/after, and with a continuous treatment variable? (I could, if needed, transform the &quot;treatment,&quot; which is the amount of <span class=""math-container"">$X$</span>, into a single variable for each country, rather than a time-series).</p>
",2020-12-29 01:19:44.063
333664,35053.0,1,,,,How to determine time series similarity by magnitude and pattern?,<time-series><similarities><hierarchical-clustering><dynamic-time-warping>,CC BY-SA 4.0,"<h2>Context</h2>
<p>I know that Dynamic Time Warping (DTW) can be used to assign a dissimilarity score between two time series. Based on the distance matrix of DTW scores, I can cluster data with say, Hierarchical Clustering (HC). But in my observation, the similarly clustered series are similar in pattern, not necessarily in magnitude.</p>
<p>So, my question is: how can I determine time series similarity by both magnitude and pattern.</p>
<h2>Example</h2>
<p>I used the gaminder data in <code>R</code> to determine similarities between countries in terms of 3 variables: life expectancy, GDP, and population using DTW. Then I clustered them using HC.</p>
<p>Following shows the resulting dendrogram (I cut the tree in 8 clusters):</p>
<p><a href=""https://i.stack.imgur.com/7kTjT.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/7kTjT.png"" alt=""enter image description here"" /></a></p>
<p>As an example, note here:</p>
<ol>
<li>Yemen and Oman are most similar in a cluster, followed by Syria, Jordan and Westbank &amp; Gaza</li>
<li>Bahrain and Mongolia are most similar in another cluster, followed by Phillipines</li>
</ol>
<p>The following shows a scatter plot with <code>year</code> on x-axis and <code>lifeExp</code>ectancy on y-axis. The number on each facet represents a cluster. Notice that in cluster 7 Yemen and Oman are similar by pattern, BUT other countries in the cluster seem to be similar to Oman in terms of life expectancy (i.e. magnitude). The same is seen in cluster 2 and 4. Others have less number of members.</p>
<p>How can I find similarity by magnitude and pattern?</p>
<p><a href=""https://i.stack.imgur.com/y45on.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/y45on.png"" alt=""enter image description here"" /></a></p>
<h3>R Code to reproduce plot</h3>
<pre><code>suppressPackageStartupMessages(library(tidyverse))
suppressPackageStartupMessages(library(dtwclust))
suppressPackageStartupMessages(library(factoextra))
suppressPackageStartupMessages(library(gapminder))
suppressPackageStartupMessages(library(ggrepel))

scale_this &lt;- function(x){
  (x - mean(x, na.rm=TRUE)) / sd(x, na.rm=TRUE)
}


df &lt;- gapminder %&gt;% 
  filter(continent == &quot;Asia&quot;) %&gt;% # countries in Asia only
  group_by(country) %&gt;%           # scaling the vars for each country
  mutate(lifeExp = scale_this(lifeExp),
         pop = scale_this(pop),
         gdpPercap = scale_this(gdpPercap)
  ) %&gt;%
  ungroup()


df_matrix &lt;- df %&gt;% 
  split(.$country, drop = T) %&gt;% 
  purrr::map(~ .x[, c(&quot;lifeExp&quot;,    # names of all vars
                       &quot;pop&quot;,
                       &quot;gdpPercap&quot;
                      )]) %&gt;% 
  purrr::map(as.matrix) 


clusters_gp &lt;- df_matrix %&gt;% 
  tsclust(., 
          k = 8L,                 # assuming clusters
          distance = &quot;dtw_basic&quot;, # this is dtw score
          seed = 390,             # to reproduce results
          type=&quot;hierarchical&quot;,    # type of clustering
          control = hierarchical_control(method = &quot;ward.D&quot;)) 


Gps &lt;- as.data.frame(cutree(clusters_gp, k = 8)) # num of clusters
colnames(Gps) &lt;- &quot;Gp&quot;
Gps$country &lt;- row.names(Gps)
row.names(Gps) &lt;- NULL


## Getting the clustering info into the original data
gapminder_Asia &lt;- gapminder %&gt;% 
  filter(continent == &quot;Asia&quot;) %&gt;% 
  left_join(x=., y=Gps, by = &quot;country&quot;)


### Select 15 countries at random to label on plot
set.seed(123)

selected_countries &lt;- gapminder_Asia %&gt;% 
  group_by(Gp) %&gt;% 
  select(country) %&gt;% 
  unique() %&gt;% 
  sample_n(size = 4, replace = TRUE) %&gt;% 
  ungroup() %&gt;% 
  pull(country) %&gt;% 
  unique()


sc_data &lt;- gapminder_Asia %&gt;% 
  filter(year == 1982,
         country %in% selected_countries)



### lifeExp
ggplot(data = gapminder_Asia,
       aes(x = year, y = lifeExp)) +
  geom_line(aes(group=country), color = &quot;grey&quot;) +
  facet_wrap(~ Gp) +
  geom_line(data = gapminder_Asia %&gt;% 
              filter(country %in% selected_countries),
            aes(group=country)) +
  geom_text_repel(data = sc_data,
            aes(label = country),
            box.padding = 1,
            nudge_x = .15,
            nudge_y = .5,
            arrow = arrow(length = unit(0.015, &quot;npc&quot;)),
            hjust = 0
            ) +
  theme_bw()
</code></pre>
",2020-12-29 01:43:07.750
333665,24790.0,2,,333660.0,,,,CC BY-SA 4.0,"<p>This statement is plain wrong: <em>&quot;I believe the three main assumptions for linear regression are: normality, homoscedasticity, and autocorrelation.&quot;</em>.  When it comes to statistics, it's dangerous to believe things without doing your due dilligence and checking them out.</p>
<p>If you check any statistical book on linear regression modelling, you will see that there are 4 major assumptions underlying this type of modelling, which can be conveniently summarized via the word LINE:</p>
<pre><code>L: Linearity
I: Independence
N: Normality
E: Equal Variance 
</code></pre>
<p>The Equal Variance assumption is what you referred to as homoscedasticity.</p>
<p>In practice, the most important assumption is Linearity, followed by Independence, followed by Equal Variance, followed by Normality.</p>
<p>The independence assumption means that the response values Y are assumed to be independent from each other. In other words, knowing one value of Y tells you nothing about any of the other values of Y.</p>
<p>Usually, linear regression is applied to data collected from a cross-sectional sample. As an example, this sample can be obtained by randomly sampling a population of subjects and recording the value of the response variable Y and the predictor variables X1, ..., Xp for each of these subjects at the same time point.</p>
<p>However, it is possible to use linear regression to a response value Y collected over time. An example of such response variable will be annual sea surface temperature at a particular ocean location.  The values of this variable will be collected year after year for that same site and will likely be autocorrelated (e.g., a high value of sea surface temperature this year was likely preceded by a high value the previous year).  If you formulate a linear regression model which will relate annual sea surface temperature (Y) to year (X), then you would have to check its residuals for the presence of autocorrelation.  If autocorrelation is present, then you might want to consider a generalized least squares fit for your model rather than an ordinary least squares fit.</p>
<p>Thus, worrying about autocorrelation of the model residuals only makes sense if your response values were collected over time.  If your response values were collected at regular time intervals (e.g., every year), then you could use graphical methods such as ACF or PACF plots to detect the presence of autocorrelation among the model residuals.  If the data were collected at irregular time intervals, the graphical methods you use would have to reflect that irregularity.</p>
<p>Perhaps after reading this answer you can revise your question and make it more specific.</p>
",2020-12-29 03:13:54.927
